1 3 5
2142 414 425
2143 423 425
2144 433 425
2145 443 425
2146 454 423
2147 465 425
2148 474 423
2149 486 425
2150 495 425
2151 5 434
2152 14 434
2153 24 434
2154 33 434
2155 44 434
2156 56 434
2157 65 434
2158 75 433
2159 83 436
2160 95 434
2161 106 436
2162 116 434
2163 124 433
2164 135 434
2165 145 435
2166 156 434
2167 165 434
2168 176 435
2169 183 435
2170 195 433
2171 205 435
2172 216 436
2173 225 434
2174 236 436
2175 243 435
2176 253 435
2177 266 433
2178 274 433
2179 284 433
2180 294 434
2181 306 433
2182 315 433
2183 324 436
2184 336 434
2185 345 435
2186 355 434
2187 365 435
2188 375 436
2189 383 436
2190 394 436
2191 403 433
2192 414 435
2193 423 434
2194 435 435
2195 445 435
2196 455 435
2197 465 436
2198 475 435
2199 484 435
2200 496 436
2201 4 445
2202 15 444
2203 24 445
2204 33 445
2205 44 443
2206 55 443
2207 64 443
2208 75 445
2209 86 444
2210 94 444
2211 105 444
2212 116 443
2213 125 444
2214 136 443
2215 145 445
2216 154 446
2217 163 444
2218 173 446
2219 183 446
2220 196 445
2221 205 444
2222 214 444
2223 226 445
2224 234 444
2225 243 444
2226 253 443
2227 265 446
2228 274 445
2229 283 445
2230 294 443
2231 305 445
2232 315 445
2233 325 444
2234 335 445
2235 345 446
2236 355 445
2237 364 446
2238 376 445
2239 386 444
2240 395 444
2241 404 445
2242 415 444
2243 425 446
2244 433 445
2245 446 445
2246 455 444
2247 463 446
2248 476 445
2249 486 444
2250 495 445
2251 5 453
2252 15 454
2253 24 454
2254 35 455
2255 44 454
2256 56 455
2257 65 454
2258 73 455
2259 85 454
2260 94 454
2261 103 454
2262 114 456
2263 124 454
2264 135 453
2265 144 454
2266 154 455
2267 165 453
2268 175 454
2269 186 454
2270 195 453
2271 203 454
2272 214 456
2273 225 454
2274 234 455
2275 244 456
2276 253 454
2277 263 455
2278 275 456
2279 285 456
2280 295 454
2281 304 455
2282 314 454
2283 324 454
2284 335 455
2285 345 454
2286 355 454
2287 366 453
2288 374 455
2289 384 453
2290 394 456
2291 403 453
2292 413 456
2293 426 455
2294 433 455
2295 444 454
2296 455 455
2297 466 455
2298 475 454
2299 484 454
2300 493 453
2301 4 464
2302 16 464
2303 24 463
2304 33 463
2305 44 465
2306 53 466
2307 63 465
2308 75 464
2309 86 465
2310 96 464
2311 104 466
2312 114 464
2313 124 465
2314 135 464
2315 144 464
2316 156 465
2317 166 464
2318 175 466
2319 184 466
2320 195 465
2321 204 465
2322 215 464
2323 226 464
2324 234 464
2325 245 465
2326 254 465
2327 264 466
2328 274 464
2329 285 463
2330 295 464
2331 305 464
2332 315 466
2333 326 465
2334 334 464
2335 344 463
2336 355 465
2337 364 465
2338 373 464
2339 383 464
2340 393 466
2341 403 463
2342 414 465
2343 424 464
2344 434 465
2345 444 464
2346 454 465
2347 465 465
2348 473 465
2349 484 466
2350 496 465
2351 4 476
2352 15 474
2353 24 475
2354 34 475
2355 43 475
2356 55 476
2357 66 474
2358 76 475
2359 85 475
2360 94 473
2361 104 476
2362 113 474
2363 123 473
2364 135 474
2365 144 473
2366 156 474
2367 164 474
2368 173 476
2369 186 476
2370 193 475
2371 205 476
2372 215 475
2373 223 474
2374 233 476
2375 243 475
2376 254 475
2377 266 473
2378 275 474
2379 286 476
2380 294 474
2381 305 474
2382 314 476
2383 325 476
2384 335 475
2385 344 475
2386 354 473
2387 363 476
2388 373 475
2389 386 474
2390 394 476
2391 403 474
2392 415 475
2393 424 475
2394 434 475
2395 445 475
2396 455 474
2397 463 474
2398 475 474
2399 485 474
2400 495 476
2401 4 483
2402 16 486
2403 24 486
2404 34 485
2405 45 486
2406 54 484
2407 64 486
2408 74 485
2409 83 486
2410 94 483
2411 106 484
2412 114 483
2413 125 486
2414 134 485
2415 145 484
2416 155 486
2417 166 484
2418 174 484
2419 183 483
2420 194 484
2421 204 485
2422 216 485
2423 226 484
2424 234 485
2425 243 485
2426 253 486
2427 266 485
2428 274 484
2429 285 484
2430 294 484
2431 306 484
2432 315 485
2433 325 485
2434 335 485
2435 346 485
2436 354 483
2437 365 486
2438 373 483
2439 383 486
2440 395 483
2441 404 485
2442 415 486
2443 424 486
2444 434 485
2445 446 485
2446 455 483
2447 464 485
2448 476 485
2449 484 483
2450 495 483
2451 5 495
2452 13 495
2453 25 496
2454 34 495
2455 45 495
2456 55 494
2457 64 495
2458 76 495
2459 84 495
2460 94 496
2461 105 494
2462 113 494
2463 124 496
2464 135 495
2465 144 495
2466 155 494
2467 163 495
2468 175 496
2469 183 495
2470 195 494
2471 205 494
2472 213 496
2473 226 495
2474 234 493
2475 245 496
2476 253 495
2477 265 495
2478 275 494
2479 285 494
2480 295 495
2481 304 493
2482 316 493
2483 325 493
2484 334 495
2485 345 495
2486 355 495
2487 365 494
2488 375 496
2489 386 495
2490 393 495
2491 404 494
2492 414 495
2493 423 493
2494 435 494
2495 446 495
2496 454 496
2497 464 495
2498 476 494
2499 484 496
2500 496 495
